,,,,Time_Name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
,,,,Time,YR1950,YR1951,YR1952,YR1953,YR1954,YR1955,YR1956,YR1957,YR1958,YR1959,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024,YR2025,YR2026,YR2027,YR2028,YR2029,YR2030,YR2031,YR2032,YR2033,YR2034,YR2035,YR2036,YR2037,YR2038,YR2039,YR2040,YR2041,YR2042,YR2043,YR2044,YR2045,YR2046,YR2047,YR2048,YR2049,YR2050
Country,Country_Name,Series,Series_Name,SCALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,Bulgaria,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6441421,6398520,6351869,6302483,6251311,6198622,6144575,6090711,6037391,5983334,5929577,5876145,5822033,5768281,5715985,5663317,5611630,5560710,5511112,5462138,5413848,5366291,5319046,5271690,5225184,5178790,5132484
BGR,Bulgaria,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677994,1652562,1626258,1599361,1572127,1544631,1516921,1489381,1462094,1434748,1407592,1380629,1353622,1326813,1300448,1274104,1248085,1222335,1196968,1171823,1146909,1122230,1097693,1073209,1048973,1024832,1000779
BGR,Bulgaria,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4763427,4745958,4725611,4703122,4679184,4653991,4627654,4601330,4575297,4548586,4521985,4495516,4468411,4441468,4415537,4389213,4363545,4338375,4314144,4290315,4266939,4244061,4221353,4198481,4176211,4153958,4131705
BHR,Bahrain,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1588670,1622245,1652147,1676463,1697851,1716196,1733610,1751174,1768904,1786784,1804820,1822980,1841266,1859616,1878037,1896488,1914988,1933530,1952069,1970585,1989050,2007428,2025765,2044033,2062259,2080420,2098576
BHR,Bahrain,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHR,Bahrain,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1588670,1622245,1652147,1676463,1697851,1716196,1733610,1751174,1768904,1786784,1804820,1822980,1841266,1859616,1878037,1896488,1914988,1933530,1952069,1970585,1989050,2007428,2025765,2044033,2062259,2080420,2098576
BHS,"Bahamas, The",SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401283,403033,404628,406120,407560,408947,410267,411538,412721,413841,414933,415978,416935,417839,418750,419582,420346,421072,421740,422332,422822,423262,423673,423947,424118,424240,424265
BHS,"Bahamas, The",SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74940,75243,75505,75735,75941,76121,76272,76395,76481,76534,76558,76549,76498,76409,76293,76132,75926,75679,75388,75046,74649,74204,73713,73157,72540,71870,71140
BHS,"Bahamas, The",SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326343,327790,329123,330385,331619,332826,333995,335143,336240,337307,338375,339429,340437,341430,342457,343450,344420,345393,346352,347286,348173,349058,349960,350790,351578,352370,353125
BIH,Bosnia and Herzegovina,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3164253,3140095,3114242,3088093,3062436,3037871,3013974,2990106,2964777,2937841,2909774,2881542,2854441,2827718,2801186,2773794,2745010,2715223,2685736,2657001,2628412,2599927,2570924,2541520,2512793,2484044,2455167
BIH,Bosnia and Herzegovina,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514967,1485530,1455193,1424643,1394257,1364308,1334600,1304853,1274437,1243332,1211780,1180213,1149167,1118334,1087644,1056706,1025350,993763,962446,931564,900902,870456,840030,809686,779781,750097,720614
BIH,Bosnia and Herzegovina,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649286,1654565,1659049,1663450,1668179,1673563,1679374,1685253,1690340,1694509,1697994,1701329,1705274,1709384,1713542,1717088,1719660,1721460,1723290,1725437,1727510,1729471,1730894,1731834,1733012,1733947,1734553
BLR,Belarus,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9132629,9074551,9015312,8956002,8895592,8833288,8770336,8707038,8642571,8577367,8512022,8446575,8381253,8316155,8250814,8185455,8120727,8056315,7993310,7930886,7868833,7807405,7746797,7686348,7625267,7564073,7502435
BLR,Belarus,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903687,1860775,1818117,1775948,1734071,1692351,1651045,1610219,1569731,1529673,1490160,1451204,1412847,1375105,1337905,1301286,1265352,1230051,1195544,1161700,1128484,1095930,1064061,1032780,1001984,971746,942026
BLR,Belarus,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7228942,7213776,7197195,7180054,7161521,7140937,7119291,7096819,7072840,7047694,7021862,6995371,6968406,6941050,6912909,6884169,6855375,6826264,6797766,6769186,6740349,6711475,6682736,6653568,6623283,6592327,6560409
BLZ,Belize,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417072,422924,428644,434213,439579,444795,449839,454728,459517,464207,468779,473132,477231,481156,484878,488332,491595,494724,497695,500508,503178,505700,508114,510428,512649,514719,516627
BLZ,Belize,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242931,247148,251314,255271,258425,261486,264437,267285,270057,272748,275344,277780,280031,282138,284081,285815,287381,288807,290075,291179,292123,292898,293524,294000,294323,294457,294390
BLZ,Belize,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174141,175776,177330,178942,181154,183309,185402,187443,189460,191459,193435,195352,197200,199018,200797,202517,204214,205917,207620,209329,211055,212802,214590,216428,218326,220262,222237
BMU,Bermuda,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64636,64555,64459,64341,64200,64043,63868,63681,63486,63275,63039,62782,62500,62202,61892,61563,61215,60859,60482,60084,59678,59259,58825,58377,57910,57429,56937
BMU,Bermuda,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMU,Bermuda,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64636,64555,64459,64341,64200,64043,63868,63681,63486,63275,63039,62782,62500,62202,61892,61563,61215,60859,60482,60084,59678,59259,58825,58377,57910,57429,56937
BOL,Bolivia,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12413315,12581843,12749291,12915589,13080492,13243777,13405564,13565508,13723362,13879051,14032582,14183823,14332320,14478103,14621409,14761948,14899397,15033985,15165743,15294512,15420210,15542791,15662315,15778746,15892253,16002810,16110162
BOL,Bolivia,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3570548,3577886,3583024,3585891,3586362,3584325,3579759,3572519,3562489,3549601,3533806,3515021,3493088,3467971,3439679,3408101,3373119,3334746,3292947,3247647,3198790,3146331,3090245,3030491,2967066,2899929,2829003
BOL,Bolivia,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8842767,9003957,9166267,9329698,9494130,9659452,9825805,9992989,10160873,10329450,10498776,10668802,10839232,11010132,11181730,11353847,11526278,11699239,11872796,12046865,12221420,12396460,12572070,12748255,12925187,13102881,13281159
BRA,Brazil,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211998573,212812405,213562666,214261025,214911373,215515171,216074411,216587350,217055384,217479384,217860883,218199707,218495204,218747241,218955562,219118373,219237084,219307149,219319761,219276520,219178995,219026196,218821033,218565368,218258220,217897826,217489299
BRA,Brazil,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25660615,25160173,24642004,24107819,23558352,22994038,22386547,22074955,21817597,21565328,21322392,21089223,20866192,20653708,20452149,20261737,20082973,19915794,19759749,19615315,19482938,19362808,19255433,19161193,19080182,19012336,18959077
BRA,Brazil,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186337958,187652232,188920662,190153206,191353021,192521133,193687864,194512395,195237787,195914056,196538491,197110484,197629012,198093533,198503413,198856636,199154111,199391355,199560012,199661205,199696057,199663388,199565600,199404175,199178038,198885490,198530222
BRB,Barbados,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282467,282623,282724,282786,282793,282695,282490,282204,281844,281400,280901,280342,279692,278967,278151,277278,276346,275351,274292,273143,271961,270774,269536,268224,266890,265555,264216
BRB,Barbados,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114287,113898,113366,112699,111895,110938,109831,108587,107214,105713,104098,102373,100529,98579,96521,94372,92137,89819,87422,84943,82407,79824,77186,74492,71760,69000,66216
BRB,Barbados,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168180,168725,169358,170087,170898,171757,172659,173617,174630,175687,176803,177969,179163,180388,181630,182906,184209,185532,186870,188200,189554,190950,192350,193732,195130,196555,198000
BRN,Brunei Darussalam,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462721,466330,469775,473156,476433,479495,482447,485316,487952,490437,492894,495290,497555,499704,501920,504066,505976,507803,509545,511129,512595,514052,515418,516606,517702,518691,519551
BRN,Brunei Darussalam,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116151,116531,116703,116690,116482,116049,115418,114596,113546,112290,110855,109236,107416,105402,103231,100876,98305,95552,92617,89491,86184,82716,79075,75252,71264,67113,62798
BRN,Brunei Darussalam,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346570,349799,353072,356466,359951,363446,367029,370720,374406,378147,382039,386054,390139,394302,398689,403190,407671,412251,416928,421638,426411,431336,436343,441354,446438,451578,456753
BTN,Bhutan,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791524,796682,802214,807265,811841,816271,820694,825471,830346,834986,839043,843202,847702,851842,855557,858918,862129,865157,868155,871100,873739,876173,878158,879456,880490,881435,882340
BTN,Bhutan,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454616,450682,446572,441778,436660,435648,434673,434013,433535,433066,432433,431992,431867,431701,431467,431205,431019,430897,430916,431066,431223,431438,431594,431576,431592,431728,432006
BTN,Bhutan,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336908,346000,355642,365487,375181,380623,386021,391458,396811,401920,406610,411210,415835,420141,424090,427713,431110,434260,437239,440034,442516,444735,446564,447880,448898,449707,450334
BWA,Botswana,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2521139,2562122,2603388,2644642,2685608,2726044,2765918,2804989,2843233,2880983,2917977,2954414,2990135,3025228,3059532,3093374,3126640,3159131,3190970,3222567,3254015,3285301,3317003,3348499,3379112,3408768,3437430
BWA,Botswana,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820319,821007,819733,819143,823855,828097,832227,836199,840033,843853,847608,851383,855156,858979,862831,866831,870970,875219,879636,884359,889437,894888,900892,907305,913965,920887,928062
BWA,Botswana,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700820,1741115,1783655,1825499,1861753,1897947,1933691,1968790,2003200,2037130,2070369,2103031,2134979,2166249,2196701,2226543,2255670,2283912,2311334,2338208,2364578,2390413,2416111,2441194,2465147,2487881,2509368
CAF,Central African Republic,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5330690,5513282,5698984,5888123,6082465,6279732,6478245,6680057,6884139,7089443,7296247,7502587,7707561,7911631,8115863,8321556,8526455,8729074,8931163,9134996,9341762,9550893,9761444,9972764,10186017,10400626,10616753
CAF,Central African Republic,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2978557,3056938,3135296,3213750,3293190,3372305,3450137,3527733,3604485,3679794,3753762,3825341,3894055,3960129,4024076,4086506,4146272,4202642,4256455,4308762,4360062,4410019,4458135,4504062,4548275,4590457,4630623
CAF,Central African Republic,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352133,2456344,2563688,2674373,2789275,2907427,3028108,3152324,3279654,3409649,3542485,3677246,3813506,3951502,4091787,4235050,4380183,4526432,4674708,4826234,4981700,5140874,5303309,5468702,5637742,5810169,5986130
CAN,Canada,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41288599,41634760,41939012,42227928,42506868,42768916,43023604,43272288,43506648,43721200,43939652,44134920,44334436,44528768,44717384,44892964,45059368,45224748,45387532,45544968,45701552,45862396,46009408,46157360,46310040,46449684,46603800
CAN,Canada,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7142822,7129660,7108073,7082731,7054597,7022581,6988313,6952043,6912472,6868809,6824834,6776360,6727666,6677308,6625228,6570377,6513376,6455431,6396319,6335663,6274102,6212325,6147884,6082794,6017534,5949795,5883114
CAN,Canada,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34145777,34505100,34830939,35145197,35452271,35746335,36035291,36320245,36594176,36852391,37114818,37358560,37606770,37851460,38092156,38322587,38545992,38769317,38991213,39209305,39427450,39650071,39861524,40074566,40292506,40499889,40720686
CHE,Switzerland,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9005582,9045135,9079037,9109723,9137022,9160168,9182233,9203123,9219889,9235463,9250914,9263172,9273731,9283193,9290627,9297469,9306308,9310368,9316790,9320079,9322457,9323195,9324002,9325630,9327309,9325897,9323551
CHE,Switzerland,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309273,1290993,1272656,1254652,1236989,1219595,1202907,1186925,1171286,1156385,1142365,1128853,1116050,1104034,1092704,1082234,1072927,1064002,1056282,1049145,1042845,1037301,1032706,1029140,1026515,1024480,1023332
CHE,Switzerland,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7696309,7754142,7806381,7855071,7900033,7940573,7979326,8016198,8048603,8079078,8108549,8134319,8157681,8179159,8197923,8215235,8233381,8246366,8260508,8270934,8279612,8285894,8291296,8296490,8300794,8301417,8300219
CHI,Channel Islands,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168126,168466,168715,168916,169091,169228,169341,169435,169521,169601,169656,169676,169665,169650,169631,169578,169515,169444,169345,169225,169074,168897,168705,168480,168217,167914,167566
CHI,Channel Islands,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113139,113473,113768,114052,114341,114627,114918,115219,115537,115873,116213,116551,116890,117248,117624,117998,118386,118789,119193,119603,120011,120420,120837,121250,121655,122048,122426
CHI,Channel Islands,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54987,54993,54947,54864,54750,54601,54423,54216,53984,53728,53443,53125,52775,52402,52007,51580,51129,50655,50152,49622,49063,48477,47868,47230,46562,45866,45140
CHL,Chile,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19764771,19859921,19945850,20026154,20100933,20169624,20233183,20290985,20341807,20385072,20422549,20455940,20485086,20507949,20524482,20535706,20542103,20543285,20539916,20532924,20519684,20499138,20473282,20443723,20408336,20366442,20320306
CHL,Chile,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175095,2149383,2121740,2092573,2061905,2029692,1996044,1960913,1924200,1885878,1846136,1805145,1762902,1719249,1674208,1627889,1580352,1531590,1481674,1430690,1378477,1325004,1270438,1214910,1158317,1100663,1042111
CHL,Chile,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17589676,17710538,17824110,17933581,18039028,18139932,18237139,18330072,18417607,18499194,18576413,18650795,18722184,18788700,18850274,18907817,18961751,19011695,19058242,19102234,19141207,19174134,19202844,19228813,19250019,19265779,19278195
CHN,China,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408975000,1405769984,1402844672,1399638272,1396042752,1392048128,1387690752,1382928896,1377818368,1372368000,1366650624,1360682112,1354473984,1348068608,1341526784,1334770048,1327848192,1320742144,1313475840,1306040576,1298343168,1290258048,1281722880,1272739328,1263202944,1253084544,1242451200
CHN,China,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480535177,473140130,465468900,457254897,448463811,439095425,429164999,418664149,407615379,396027010,383925963,371322160,358224574,344650369,330620388,316120758,301170309,285771563,269937260,253673337,236971276,219822162,202234224,184229400,165816993,147022358,127884332
CHN,China,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928439823,932629854,937375772,942383375,947578941,952952703,958525753,964264747,970202989,976340990,982724661,989359952,996249410,1003418239,1010906396,1018649290,1026677883,1034970581,1043538580,1052367239,1061371892,1070435886,1079488656,1088509928,1097385951,1106062186,1114566868
CIV,Cote d'Ivoire,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31934230,32711547,33494346,34281130,35077096,35883455,36699009,37529365,38376606,39244384,40132808,41033849,41948467,42879999,43824369,44778745,45743925,46717432,47702162,48700665,49709046,50716067,51718056,52721463,53730596,54739406,55746985
CIV,Cote d'Ivoire,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14698269,14867742,15027369,15176096,15315820,15446584,15567369,15680018,15784764,15882407,15972222,16050276,16116291,16170847,16211665,16237022,16246549,16238702,16213824,16172039,16111286,16027292,15918466,15786366,15631705,15452113,15246827
CIV,Cote d'Ivoire,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17235961,17843805,18466977,19105034,19761276,20436871,21131640,21849347,22591842,23361977,24160586,24983573,25832176,26709152,27612704,28541723,29497376,30478730,31488338,32528626,33597760,34688775,35799590,36935097,38098891,39287293,40500158
CMR,Cameroon,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29123744,29879337,30640817,31410384,32190668,32979283,33777190,34584117,35399671,36223483,37054810,37893818,38742467,39600372,40463012,41332840,42208003,43089980,43976016,44857801,45741474,46629039,47519038,48413783,49308765,50203270,51096317
CMR,Cameroon,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12988265,13245748,13504436,13765486,14030228,14297800,14568816,14843362,15121482,15403243,15688567,15977773,16271941,16571166,16873831,17181253,17492960,17809872,18131169,18453763,18780531,19112642,19449848,19793450,20141962,20495429,20854203
CMR,Cameroon,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16135479,16633589,17136381,17644898,18160440,18681483,19208374,19740755,20278189,20820240,21366243,21916045,22470526,23029206,23589181,24151587,24715043,25280108,25844847,26404038,26960943,27516397,28069190,28620333,29166803,29707841,30242114
COD,"Congo, Dem. Rep.",SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109276265,112832473,116452162,120129746,123871549,127674140,131532201,135447495,139408612,143414030,147468136,151560103,155689455,159848576,164045609,168296695,172595582,176946263,181350405,185805164,190312002,194865379,199464484,204105927,208783693,213497692,218246072
